slide_id,水用量（kg/m3）,水泥矿物组分_C3S（%）,水泥矿物组分_C2S（%）,水泥矿物组分_C3A（%）,水泥矿物组分_C4AF（%）,胶砂抗压_7d（MPa）,胶砂抗压_28d（MPa）,胶砂抗折3d（MPa）,胶砂抗折7d（MPa）,胶砂抗折_28d（MPa）,水化热_1d（J/g）,水化热_3d（J/g）,水化热_7d（J/g）,水泥用量（kg/m3）,FA化学组分_SiO2（%）,FA化学组分_Al2O3（%）,FA化学组分_Fe2O3（%）,FA化学组分_CaO（%）,粉煤灰用量（kg/m3）,砂表观密度（kg/m3）,砂用量（kg/m3）,石1坚固性（%）,石1压碎指标（%）,石1用量（kg/m3）,石2坚固性（%）,石2压碎指标（%）,石2用量（kg/m3）,石3坚固性（%）,石3压碎指标（%）,石3用量（kg/m3）,外加剂1用量（%）,外加剂2用量（%）,28d抗压强度
220,132,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.675,311.7,47.2312,22.5247,12.79553333,1.06,55,2640,784,0,3.8,623.4,0,6.446,415.6,0,0,0,0.38,0.021,56.5
221,111,53.8782,25.41854,1.8964,15.26777,37.69183333,47.8,5.1,6.79485,8.3,165.77,214.05,263.035,149.5,47.2312,22.5247,12.79553333,1.06,64,2640,742,0,3.8,505.2,0,6.446,757.8,0,0,0,0.34,0.017,31.6
222,110,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,179.3,47.2312,22.5247,12.79553333,1.06,71.7,2640,711,0,3.8,505.6,0,6.446,758.4,0,0,0,0.34,0.015,36.6
223,110,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,179.3,47.2312,22.5247,12.79553333,1.06,71.7,2640,711,0,3.8,505.6,0,6.446,758.4,0,0,0,0.34,0.015,36.2
224,111,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,206.5,47.2312,22.5247,12.79553333,1.06,77.4,2640,699,0,3.8,497.2,0,6.446,745.8,0,0,0,0.34,0.009,48.4
225,112,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,229.8,47.2312,22.5247,12.79553333,1.06,86.2,2640,668,0,3.8,496.4,0,6.446,744.6,0,0,0,0.34,0.011,55.6
226,115,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,255.5,47.2312,22.5247,12.79553333,1.06,95.8,2640,654,0,3.8,486,0,6.446,729,0,0,0,0.34,0.011,61.8
227,136,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,190.4,47.2312,22.5247,12.79553333,1.06,81.6,2640,847,0,3.8,621,0,6.446,414,0,0,0,0.26,0.008,27.6
228,135,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,215.4,47.2312,22.5247,12.79553333,1.06,86.2,2640,818,0,3.8,624.6,0,6.446,416.4,0,0,0,0.26,0.008,36.7
229,136,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,221.8,47.2312,22.5247,12.79553333,1.06,88.7,2640,813,0,3.8,621,0,6.446,414,0,0,0,0.26,0.008,36.7
230,133,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,216.8,47.2312,22.5247,12.79553333,1.06,86.7,2640,819,0,3.8,625.2,0,6.446,416.8,0,0,0,0.26,0.0065,39.8
231,142,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,264.2,47.2312,22.5247,12.79553333,1.06,99.1,2640,785,0,3.8,599.4,0,6.446,399.6,0,0,0,0.26,0.008,46.6
232,140,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,287.2,47.2312,22.5247,12.79553333,1.06,107.7,2640,757,0,3.8,601.8,0,6.446,401.2,0,0,0,0.3,0.008,55.5
233,110,50.28,25.26,1.92,15.56,27.65,52.85,4.25,5.6,8.55,162.97,247,287,158.9,55.58,21.68,8.99,3.25,85.6,2670,708,1.1,7,534,0.5,7,801,0,0,0,0.6,0.024,30.1
234,104,31.92,45.74,1.27,15.2,21.9,43.8,3.6,4.9,7.8,146.21,227,261,150.2,55.58,21.68,8.99,3.25,80.9,2670,740,1.1,7,534,0.5,7,801,0,0,0,0.6,0.046,25.6
235,112,53.02,24.31,0.6,16.32,36.3,54.9,5.2,7,8.9,171.52,246,282,161.8,55.58,21.68,8.99,3.25,87.1,2670,706,1.1,7,532,0.5,7,798,0,0,0,0.6,0.03,31.1
236,110,33.03,44.11,1.33,15.44,24.4,46,3.3,5,8.7,142.95,194,232,158.9,55.58,21.68,8.99,3.25,85.6,2670,709,1.1,7,534.8,0.5,7,802.2,0,0,0,0.6,0.056,29.5
237,124,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,173.6,53.62,23.3,8.44,4.04,74.4,2783,668,2.488,5.8,717.5,0.9959,5.8,717.5,0,0,0,0.7,0.021,22.4
238,124,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,173.6,53.62,23.3,8.44,4.04,74.4,2783,710,2.488,5.8,696,0.9959,5.8,696,0,0,0,0.7,0.022,21.8
239,124,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,173.6,53.62,23.3,8.44,4.04,74.4,2783,752,2.488,5.8,675,0.9959,5.8,675,0,0,0,0.7,0.019,24.3
240,124,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,173.6,53.62,23.3,8.44,4.04,74.4,2783,793,2.488,5.8,654,0.9959,5.8,654,0,0,0,0.7,0.02,24.3
241,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,193.2,53.62,23.3,8.44,4.04,82.8,2783,768,2.488,5.8,633,0.9959,5.8,633,0,0,0,0.7,0.01,22.6
242,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,193.2,53.62,23.3,8.44,4.04,82.8,2783,808,2.488,5.8,612.5,0.9959,5.8,612.5,0,0,0,0.7,0.01,21.1
243,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,193.2,53.62,23.3,8.44,4.04,82.8,2783,845,2.488,5.8,589.5,0.9959,5.8,589.5,0,0,0,0.7,0.01,22.3
244,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,193.2,53.62,23.3,8.44,4.04,82.8,2783,889,2.488,5.8,572,0.9959,5.8,572,0,0,0,0.7,0.01,25
245,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,699,2.488,5.8,375.75,0.9959,5.8,375.75,1.3741,5.8,751.5,0.6,0.013,24.9
246,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,677,2.488,5.8,381.25,0.9959,5.8,381.25,1.3883,5.8,762.5,0.6,0.013,25.6
247,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,655,2.488,5.8,386.75,0.9959,5.8,386.75,1.3883,5.8,773.5,0.6,0.013,26.9
248,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,611,2.488,5.8,397.75,0.9959,5.8,397.75,1.3883,5.8,795.5,0.6,0.013,25.8
249,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,568,2.488,5.8,408.75,0.9959,5.8,408.75,1.3811,5.8,817.5,0.6,0.013,25.4
250,128,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,256,0,0,0,0,0,2783,753,2.488,5.8,676.5,0.9959,5.8,676.5,0,0,0,0.6,0.008,27.2
251,127,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,282.2,0,0,0,0,0,2783,725,2.488,5.8,680.5,0.9959,5.8,680.5,0,0,0,0.6,0.008,39.1
252,127,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,317.5,0,0,0,0,0,2783,694,2.488,5.8,680.5,0.9959,5.8,680.5,0,0,0,0.6,0.009,47.4
253,127,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,362.9,0,0,0,0,0,2783,660,2.488,5.8,677.5,0.9959,5.8,677.5,0,0,0,0.6,0.009,55.4
254,128,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,217.6,53.62,23.3,8.44,4.04,38.4,2783,749,2.488,5.8,673,0.9959,5.8,673,0,0,0,0.6,0.01,26
255,128,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,241.8,53.62,23.3,8.44,4.04,42.7,2783,719,2.488,5.8,674.5,0.9959,5.8,674.5,0,0,0,0.6,0.009,36.5
256,128,50.2856,24.9908,2.2206,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,272,53.62,23.3,8.44,4.04,48,2783,687,2.488,5.8,674,0.9959,5.8,674,0,0,0,0.6,0.008,40.5
257,127,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,308.4,53.62,23.3,8.44,4.04,54.4,2783,655,2.488,5.8,671.5,0.9959,5.8,671.5,0,0,0,0.6,0.016,47.6
258,126,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,189,53.62,23.3,8.44,4.04,63,2783,750,2.488,5.8,673.5,0.9959,5.8,673.5,0,0,0,0.6,0.019,23.1
259,126,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,210,53.62,23.3,8.44,4.04,70,2783,719,2.488,5.8,675,0.9959,5.8,675,0,0,0,0.6,0.019,29.1
260,126,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,236.3,53.62,23.3,8.44,4.04,78.8,2783,687,2.488,5.8,674,0.9959,5.8,674,0,0,0,0.6,0.02,32.5
261,125,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,267.9,53.62,23.3,8.44,4.04,89.3,2783,655,2.488,5.8,671.5,0.9959,5.8,671.5,0,0,0,0.6,0.026,41.5
262,126,50.2858,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,163.8,53.62,23.3,8.44,4.04,88.2,2783,747,2.488,5.8,670.5,0.9959,5.8,670.5,0,0,0,0.6,0.019,20.4
263,126,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,182,53.62,23.3,8.44,4.04,98,2783,716,2.488,5.8,672,0.9959,5.8,672,0,0,0,0.6,0.02,26.5
264,125,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,203.1,53.62,23.3,8.44,4.04,109.4,2783,686,2.488,5.8,672.5,0.9959,5.8,672.5,0,0,0,0.6,0.028,30.5
265,125,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,232.1,53.62,23.3,8.44,4.04,125,2783,651,2.488,5.8,668,0.9959,5.8,668,0,0,0,0.6,0.038,37
266,125,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,137.5,53.62,23.3,8.44,4.04,112.5,2783,746,2.488,5.8,670,0.9959,5.8,670,0,0,0,0.6,0.022,16.8
267,125,50.2858,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.005,152.8,53.62,23.3,8.44,4.04,125,2783,715,2.488,5.8,671,0.9959,5.8,671,0,0,0,0.6,0.02,19.5
268,125,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,171.9,53.62,23.3,8.44,4.04,140.6,2783,682,2.488,5.8,669.5,0.9959,5.8,669.5,0,0,0,0.6,0.03,23
269,124,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,194.9,53.62,23.3,8.44,4.04,159.4,2783,649,2.488,5.8,666,0.9959,5.8,666,0,0,0,0.6,0.041,32.3
270,138,50.2856,24.9908,2.2206,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,276,0,0,0,0,0,2783,880,2.488,5.8,589.5,0.9959,5.8,589.5,0,0,0,0.7,0.006,37.3
271,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,306.7,0,0,0,0,0,2783,848,2.488,5.8,592,0.9959,5.8,592,0,0,0,0.7,0.006,45.4
272,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,345,0,0,0,0,0,2783,814,2.488,5.8,592,0.9959,5.8,592,0,0,0,0.7,0.006,49.6
273,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,394.3,0,0,0,0,0,2783,777,2.488,5.8,589,0.9959,5.8,589,0,0,0,0.7,0.006,60.4
274,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,234.6,53.62,23.3,8.44,4.04,41.4,2783,875,2.488,5.8,586,0.9959,5.8,586,0,0,0,0.7,0.009,33.1
275,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,260.7,53.62,23.3,8.44,4.04,46,2783,842,2.488,5.8,587.5,0.9959,5.8,587.5,0,0,0,0.7,0.011,41.4
276,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,293.3,53.62,23.3,8.44,4.04,51.8,2783,808,2.488,5.8,587,0.9959,5.8,587,0,0,0,0.7,0.009,49.1
277,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.4,335.1,53.62,23.3,8.44,4.04,59.1,2783,770,2.488,5.8,583.5,0.9959,5.8,583.5,0,0,0,0.7,0.009,55.5
278,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,207,53.62,23.3,8.44,4.04,69,2783,871,2.488,5.8,583.5,0.9959,5.8,583.5,0,0,0,0.7,0.011,30.9
279,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,230,53.62,23.3,8.44,4.04,76.7,2783,838,2.488,5.8,585,0.9959,5.8,585,0,0,0,0.7,0.015,39.2
280,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,258.8,53.62,23.3,8.44,4.04,86.3,2783,803,2.488,5.8,584,0.9959,5.8,584,0,0,0,0.7,0.013,43
281,138,50.2856,24.9908,2.2174,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,295.7,53.62,23.3,8.44,4.04,98.6,2783,765,2.488,5.8,579.5,0.9959,5.8,579.5,0,0,0,0.7,0.015,51.2
282,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,179.4,53.62,23.3,8.44,4.04,96.6,2783,867,2.488,5.8,581,0.9959,5.8,581,0,0,0,0.7,0.015,25.4
283,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,199.3,53.62,23.3,8.44,4.04,107.3,2783,834,2.488,5.8,582,0.9959,5.8,582,0,0,0,0.7,0.014,29.3
284,138,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,224.3,53.62,23.3,8.44,4.04,120.8,2783,799,2.488,5.8,581,0.9959,5.8,581,0,0,0,0.7,0.015,35.6
285,137,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,254.4,53.62,23.3,8.44,4.04,137,2783,762,2.488,5.8,577.5,0.9959,5.8,577.5,0,0,0,0.7,0.016,44
286,137,50.2858,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.005,150.7,53.62,23.3,8.44,4.04,123.3,2783,865,2.488,5.8,579.5,0.9959,5.8,579.5,0,0,0,0.7,0.014,22.6
287,137,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,167.4,53.62,23.3,8.44,4.04,137,2783,832,2.488,5.8,580.5,0.9959,5.8,580.5,0,0,0,0.7,0.011,27
288,137,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,188.4,53.62,23.3,8.44,4.04,154.1,2783,796,2.488,5.8,579,0.9959,5.8,579,0,0,0,0.7,0.014,30
289,137,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,215.3,53.62,23.3,8.44,4.04,176.1,2783,757,2.488,5.8,574,0.9959,5.8,574,0,0,0,0.7,0.018,37.8
290,104,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,145.6,53.62,23.3,8.44,4.04,62.4,2783,677,2.488,5.8,381.25,0.9959,5.8,381.25,1.3883,5.8,762.5,0.6,0.013,25.6
291,104,50.2858,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,161.8,53.62,23.3,8.44,4.04,69.3,2783,648,2.488,5.8,382.75,0.9959,5.8,382.75,1.3883,5.8,765.5,0.6,0.013,29.9
292,103,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,180.3,53.62,23.3,8.44,4.04,77.3,2783,620,2.488,5.8,384,0.9959,5.8,384,1.3883,5.8,768,0.6,0.013,36.7
293,101,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,202,53.62,23.3,8.44,4.04,86.6,2783,592,2.488,5.8,385,0.9959,5.8,385,1.3883,5.8,770,0.6,0.013,44.6
294,123,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,205,53.62,23.3,8.44,4.04,68.3,2783,729,2.488,5.8,684.5,0.9959,5.8,684.5,0,0,0,0.8,0.008,39.2
295,123,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,230.6,53.62,23.3,8.44,4.04,76.9,2783,718,2.488,5.8,673.5,0.9959,5.8,673.5,0,0,0,0.8,0.012,40.4
296,122,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,228.8,53.62,23.3,8.44,4.04,76.3,2783,720,2.488,5.8,675.5,0.9959,5.8,675.5,0,0,0,0.8,0.011,39.7
297,122,50.2858,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.005,158.6,53.62,23.3,8.44,4.04,85.4,2783,759,2.488,5.8,681.5,0.9959,5.8,681.5,0,0,0,0.8,0.007,26.5
298,118,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,153.4,53.62,23.3,8.44,4.04,82.6,2783,766,2.488,5.8,687.5,0.9959,5.8,687.5,0,0,0,0.8,0.009,23.2
299,122,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,176.2,53.62,23.3,8.44,4.04,94.9,2783,728,2.488,5.8,683.5,0.9959,5.8,683.5,0,0,0,0.8,0.006,33.5
300,122,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,176.2,53.62,23.3,8.44,4.04,94.9,2783,728,2.488,5.8,683.5,0.9959,5.8,683.5,0,0,0,0.8,0.011,30.1
301,118,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,170.4,53.62,23.3,8.44,4.04,91.8,2783,735,2.488,5.8,690,0.9959,5.8,690,0,0,0,0.8,0.009,30.1
302,122,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,193.4,53.62,23.3,8.44,4.04,104.1,2783,719,2.488,5.8,674.5,0.9959,5.8,674.5,0,0,0,0.8,0.012,35.2
303,122,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,193.4,53.62,23.3,8.44,4.04,104.1,2783,719,2.488,5.8,674.5,0.9959,5.8,674.5,0,0,0,0.8,0.011,34.5
304,118,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,187.1,53.62,23.3,8.44,4.04,100.7,2783,726,2.488,5.8,681.5,0.9959,5.8,681.5,0,0,0,0.8,0.013,33.5
305,136,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,221.7,53.62,23.3,8.44,4.04,73.9,2783,851,2.488,5.8,594,0.9959,5.8,594,0,0,0,0.8,0.003,38
306,135,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,248.8,53.62,23.3,8.44,4.04,82.9,2783,816,2.488,5.8,593.5,0.9959,5.8,593.5,0,0,0,0.8,0.004,43.3
307,134,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,245.1,53.62,23.3,8.44,4.04,81.7,2783,821,2.488,5.8,597,0.9959,5.8,597,0,0,0,0.8,0.003,38.4
308,136,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,184.2,53.62,23.3,8.44,4.04,99.2,2783,852,2.488,5.8,594.5,0.9959,5.8,594.5,0,0,0,0.7,0.003,30.8
309,130,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,176,53.62,23.3,8.44,4.04,94.8,2783,864,2.488,5.8,603,0.9959,5.8,603,0,0,0,0.8,0.007,26.9
310,136,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,196.4,53.62,23.3,8.44,4.04,105.8,2783,844,2.488,5.8,589,0.9959,5.8,589,0,0,0,0.8,0.004,35.6
311,136,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,196.4,53.62,23.3,8.44,4.04,105.8,2783,844,2.488,5.8,589,0.9959,5.8,589,0,0,0,0.8,0.004,26.4
312,128,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,184.9,53.62,23.3,8.44,4.04,99.6,2783,861,2.488,5.8,601,0.9959,5.8,601,0,0,0,0.8,0.008,30.8
313,101,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,168.3,53.62,23.3,8.44,4.04,56.1,2783,680,2.488,5.8,383,0.9959,5.8,383,1.3883,5.8,766,0.7,0.006,36.2
314,100,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,130,53.62,23.3,8.44,4.04,70,2783,708,2.488,5.8,380.75,0.9959,5.8,380.75,1.3883,5.8,761.5,0.7,0.006,25.1
315,97,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,126.1,53.62,23.3,8.44,4.04,67.9,2783,735,2.488,5.8,377.75,0.9959,5.8,377.75,1.3883,5.8,755.5,0.7,0.007,27.8
316,100,50.2858,25.0017,2.2238,16.0435,27.55,52.15,4.2,5.65,8.5,154.15,228.1,260.505,144.4,53.62,23.3,8.44,4.04,77.8,2783,679,2.488,5.8,382.75,0.9959,5.8,382.75,1.3883,5.8,765.5,0.7,0.007,32.6
317,100,53.2201,20.7673,2.6211,14.3576,24.2,46.1,4,5.1,7.2,145.25,228.635,257.445,144.4,53.62,23.3,8.44,4.04,77.8,2783,679,2.488,5.8,382.75,0.9959,5.8,382.75,1.3883,5.8,765.5,0.7,0.006,28.6
318,96,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,138.7,53.62,23.3,8.44,4.04,74.7,2783,708,2.488,5.8,380.5,0.9959,5.8,380.5,1.3883,5.8,761,0.7,0.01,28.1
319,99,50.2856,24.9908,2.2238,16.0639,27.55,52.15,4.2,5.65,8.5,154.15,228.1,262.44,169.3,53.62,23.3,8.44,4.04,91.2,2783,647,2.488,5.8,382,0.9959,5.8,382,1.3883,5.8,764,0.7,0.01,38.7
320,100,53.2201,20.7673,2.6211,14.3574,24.2,46.1,4,5.1,7.2,145.25,228.635,257.435,171.1,53.62,23.3,8.44,4.04,92.1,2783,645,2.488,5.8,381,0.9959,5.8,381,1.3883,5.8,762,0.7,0.006,38.2
321,96,46.43975,24.45,1.9335,15.6662,17.4,42.5,3.1,4.2,7.6,136.57,181.28,229.5,164.2,53.62,23.3,8.44,4.04,88.4,2783,673,2.488,5.8,379.25,0.9959,5.8,379.25,1.3883,5.8,758.5,0.7,0.014,36
322,125,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,357,0,0,0,0,0,2760,674,2.14,5.2,609.75,1.5889,5.95,745.25,0,0,0,0.7,0.007,53.3
323,125,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,304,54.35,21.08,13.08,3.87,54,2760,669,2.14,5.2,605.7,1.5889,5.95,740.3,0,0,0,0.8,0.007,48
324,123,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,264,54.35,21.08,13.08,3.87,88,2760,670,2.14,5.2,606.6,1.5889,5.95,741.4,0,0,0,0.8,0.008,46.5
325,123,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,228,54.35,21.08,13.08,3.87,123,2760,667,2.14,5.2,603.9,1.5889,5.95,738.1,0,0,0,0.8,0.008,42.4
326,123,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,193,54.35,21.08,13.08,3.87,158,2760,664,2.14,5.2,601.2,1.5889,5.95,734.8,0,0,0,0.8,0.008,35.6
327,122,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,305,0,0,0,0,0,2760,712,2.14,5.2,616.95,1.5889,5.95,754.05,0,0,0,0.8,0.008,50.6
